person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_N,cb_person_default_on_file_Y
31,51500,6.0,19000,14.83,0.37,10,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
40,71000,5.0,7000,15.38,0.1,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
22,70000,2.0,20000,6.91,0.29,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
23,40000,3.0,6000,5.79,0.15,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
25,76500,4.0,5000,12.53,0.07,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
37,50000,0.0,5000,11.89,0.1,12,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
37,59448,6.0,12000,6.54,0.2,16,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
22,42000,6.0,15000,9.63,0.36,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
36,72500,2.0,10000,7.9,0.14,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
29,72396,9.0,9000,10.59,0.12,9,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
21,100000,3.0,6200,8.49,0.06,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
25,61000,1.0,14400,12.53,0.24,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
22,50500,6.0,6000,11.83,0.12,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
29,40000,0.0,10625,6.62,0.27,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23,20400,4.0,1200,18.25,0.06,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
22,37200,2.0,10000,6.92,0.27,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
25,28800,8.0,6800,9.63,0.24,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
21,25000,0.0,3800,8.59,0.15,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
25,90000,9.0,20000,6.54,0.22,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
58,51252,0.0,13500,11.58,0.26,21,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
29,96000,4.0,4500,6.76,0.05,10,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
25,56204,3.0,12000,14.11,0.21,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
26,30000,0.0,1500,14.61,0.05,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
28,48879,4.0,5000,12.42,0.1,7,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
22,28000,4.0,3000,10.59,0.11,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
37,84000,4.0,5000,10.0,0.06,16,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
22,60000,4.0,3000,13.16,0.05,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
39,34000,1.0,5200,9.76,0.15,16,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
25,54000,7.0,7575,6.99,0.14,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
31,15000,2.0,4000,11.49,0.27,6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
28,90000,7.0,12000,8.32,0.13,9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
24,54870,3.0,1000,8.59,0.02,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
24,32000,5.0,12000,13.85,0.38,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
31,60000,5.0,6500,10.99,0.11,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
24,124000,5.0,12000,10.36,0.1,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
24,57000,9.0,6500,13.04,0.11,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
30,200000,5.0,10000,11.36,0.05,9,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
35,65000,5.0,25000,9.51,0.38,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25,121000,1.0,3600,11.83,0.03,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
24,65000,1.0,6400,9.99,0.1,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
21,150075,0.0,25000,7.49,0.17,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
23,97781,7.0,5575,6.54,0.06,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
25,39996,9.0,6000,9.7,0.15,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
23,50000,1.0,25000,11.83,0.5,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
46,54000,8.0,10000,11.71,0.19,15,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
25,62500,5.0,15000,6.0,0.24,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
26,67900,2.0,2400,8.49,0.04,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23,62000,8.0,9000,11.03,0.15,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
27,80000,3.0,7500,12.18,0.09,5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
27,59619,11.0,7750,14.84,0.13,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
24,150000,9.0,24000,7.49,0.16,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
38,125000,0.0,12000,7.66,0.1,14,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
27,50000,0.0,14000,6.54,0.28,8,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
36,48000,2.0,20000,13.61,0.42,14,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
38,65000,12.0,3600,8.88,0.06,15,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
36,50000,8.0,10000,6.03,0.2,13,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23,85000,6.0,9000,12.36,0.11,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
27,43200,4.0,4200,10.74,0.1,6,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
26,75000,0.0,3600,8.94,0.05,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
23,60000,7.0,10000,6.03,0.17,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
24,24000,5.0,8975,11.83,0.37,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
28,27000,7.0,2400,10.99,0.09,5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
25,60000,3.0,24000,10.99,0.4,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
24,108000,3.0,9050,5.42,0.08,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23,39689,1.0,13000,13.57,0.33,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
30,36000,2.0,4200,14.27,0.12,5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
26,34100,0.0,11500,6.62,0.34,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
21,13500,0.0,3500,9.96,0.26,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
30,63500,9.0,12000,15.33,0.19,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
22,39000,1.0,5000,18.21,0.13,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
37,26500,11.0,2000,13.16,0.08,12,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
23,65000,1.0,7000,8.49,0.11,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
24,69996,3.0,2500,12.53,0.04,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32,60000,5.0,1925,12.29,0.03,9,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
22,39336,6.0,3500,5.42,0.09,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
27,63000,11.0,4400,5.99,0.07,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
31,50000,2.0,18000,13.48,0.36,9,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
26,118000,4.0,25000,7.9,0.21,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24,54000,2.0,7800,7.9,0.14,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
29,34000,13.0,2000,14.72,0.06,7,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
26,51996,10.0,1500,9.7,0.03,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
25,36000,2.0,13750,13.22,0.38,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
30,110000,14.0,10000,10.65,0.09,8,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
23,48000,8.0,4000,10.37,0.08,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
24,33000,8.0,6400,9.99,0.19,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
29,50000,13.0,6000,9.99,0.12,7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
26,55000,1.0,3200,8.49,0.06,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
25,60000,2.0,12500,11.49,0.21,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
28,61425,2.0,9000,5.99,0.15,7,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
22,45504,2.0,11000,10.99,0.24,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22,70000,5.0,8000,13.35,0.11,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
24,45000,6.0,4075,5.42,0.09,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
25,46800,5.0,12000,13.11,0.26,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
61,85000,11.0,9000,9.99,0.11,22,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
44,29088,3.0,7200,11.71,0.25,17,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23,50000,4.0,6000,11.49,0.12,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22,62364,2.0,10000,10.99,0.16,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
23,78885,2.0,20000,12.42,0.25,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
33,60000,2.0,8000,12.53,0.13,6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
22,60000,7.0,10950,11.11,0.18,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
23,10560,0.0,2800,9.99,0.27,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
36,103000,0.0,20000,13.79,0.19,17,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
24,30996,0.0,1500,15.99,0.05,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
24,95000,3.0,35000,11.99,0.37,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
26,55000,1.0,3200,8.49,0.06,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
36,42000,2.0,2000,11.14,0.05,11,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
26,31000,4.0,5000,14.96,0.16,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22,36000,4.0,8000,15.33,0.22,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
26,127992,10.0,26000,13.99,0.2,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
24,90000,0.0,7000,13.99,0.08,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
23,10000,0.0,2500,14.59,0.25,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
21,57192,0.0,8000,7.49,0.14,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
24,67000,5.0,20000,13.48,0.3,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
32,80000,1.0,6400,10.99,0.08,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
23,45000,2.0,3600,6.03,0.08,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
27,35000,3.0,10000,9.88,0.29,9,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
27,51600,12.0,6000,8.49,0.12,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
26,28800,10.0,15000,10.0,0.52,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
42,50000,3.0,8000,10.14,0.16,15,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
27,32000,0.0,9850,8.94,0.31,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
26,128000,8.0,35000,8.9,0.27,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35,110000,3.0,10000,8.59,0.09,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
30,21360,1.0,2400,10.25,0.11,9,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
26,168000,1.0,20000,11.36,0.12,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
25,102000,9.0,23600,13.49,0.23,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
29,109900,9.0,15000,13.47,0.14,10,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
22,43500,0.0,3000,5.42,0.07,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
26,52500,0.0,15250,9.63,0.29,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
26,53000,5.0,10000,8.59,0.19,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
31,70550,9.0,18000,19.74,0.22,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
27,150000,0.0,10000,8.59,0.07,9,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
25,62000,7.0,12000,5.42,0.19,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
26,157200,1.0,20000,12.18,0.13,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
24,36000,4.0,5000,13.49,0.14,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
25,43000,9.0,15000,15.57,0.35,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
45,45000,14.0,14000,6.62,0.31,12,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
24,55000,4.0,9000,16.49,0.16,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
27,54000,6.0,10000,14.27,0.19,10,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
24,77350,2.0,25000,15.7,0.27,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
33,36000,10.0,5000,8.49,0.14,9,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
22,40000,3.0,6700,10.65,0.17,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
24,74000,6.0,5000,12.21,0.07,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
25,26453,6.0,7200,11.71,0.27,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
34,67392,0.0,15000,13.85,0.22,8,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
28,68666,7.0,21000,12.69,0.31,8,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22,60000,1.0,7000,14.65,0.12,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
30,62500,8.0,15000,6.91,0.24,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
38,38000,3.0,10000,8.59,0.26,15,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
26,50000,5.0,3250,7.51,0.07,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
28,52000,12.0,5000,11.36,0.1,7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
28,75000,7.0,3000,7.68,0.04,7,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
30,31200,7.0,2400,16.49,0.08,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
25,35000,2.0,2700,7.88,0.08,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
27,39000,4.0,2000,16.07,0.05,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
23,54000,7.0,15550,11.71,0.29,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
23,38000,5.0,5400,7.9,0.14,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
26,47000,0.0,8000,10.0,0.17,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
33,35000,0.0,5000,8.9,0.14,5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
22,74000,3.0,10000,11.83,0.14,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
42,32004,1.0,2500,7.49,0.08,17,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
22,66996,3.0,7000,14.72,0.1,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
21,27996,5.0,3700,8.0,0.13,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
24,105996,7.0,3000,7.51,0.03,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
25,160000,1.0,12000,9.63,0.07,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
29,54000,0.0,18000,10.99,0.33,6,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
23,19250,1.0,6250,16.82,0.32,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
22,49000,6.0,4000,8.94,0.08,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
22,68000,6.0,11000,6.99,0.16,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
25,52000,9.0,8500,10.74,0.16,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
30,105000,12.0,12000,7.88,0.11,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
28,38643,7.0,12000,11.58,0.31,8,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
31,138000,0.0,35000,7.49,0.25,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
26,63000,10.0,10000,6.91,0.16,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
22,54000,2.0,7000,14.96,0.13,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
23,32993,6.0,4000,11.71,0.12,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
24,36000,2.0,8000,14.96,0.22,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
24,35000,5.0,4800,5.42,0.14,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24,66600,3.0,7200,10.65,0.11,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
26,69000,6.0,6400,16.4,0.09,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
28,33000,9.0,4000,7.9,0.12,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
25,43000,5.0,10000,7.88,0.23,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32,164000,15.0,2400,14.42,0.01,10,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
26,80000,0.0,8000,5.99,0.1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
38,48996,6.0,5000,7.29,0.1,12,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
25,31000,4.0,10000,10.38,0.32,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
25,66300,6.0,20000,15.27,0.26,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
26,75000,0.0,7000,8.9,0.09,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
28,72000,6.0,25000,11.11,0.35,8,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
35,55000,3.0,9000,10.25,0.16,6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
41,62004,5.0,14000,8.9,0.23,17,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
25,28800,2.0,1600,6.62,0.06,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
31,43288,7.0,10000,10.74,0.23,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
25,50000,9.0,12000,13.98,0.24,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
23,75638,2.0,8000,5.99,0.11,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
30,36000,6.0,10000,12.69,0.28,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
46,86807,0.0,10000,8.94,0.12,15,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
22,45000,4.0,5400,7.29,0.12,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
37,100000,3.0,6000,11.99,0.06,13,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
27,40800,3.0,2000,7.49,0.05,9,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
22,38400,6.0,8000,7.88,0.21,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
21,40000,5.0,9000,7.51,0.23,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
24,85000,1.0,10500,6.92,0.12,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
38,65004,1.0,8000,11.83,0.12,11,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25,153000,9.0,7500,11.71,0.05,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
26,40272,3.0,10000,11.86,0.25,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
23,100000,7.0,35000,16.77,0.35,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
29,56000,8.0,13000,7.88,0.23,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
29,27840,0.0,8575,19.42,0.31,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
30,45600,5.0,5000,7.29,0.11,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
34,54000,18.0,4000,6.39,0.07,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
30,120000,8.0,3000,11.49,0.03,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
33,58100,1.0,17500,13.57,0.3,10,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
39,56100,23.0,8000,16.07,0.12,14,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
39,100300,2.0,25000,15.7,0.21,16,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35,50000,7.0,12000,6.62,0.24,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
26,175000,2.0,3000,8.94,0.02,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
27,89000,11.0,2800,14.96,0.03,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
23,80000,4.0,6475,6.99,0.08,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
28,100000,6.0,24000,11.48,0.24,9,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
28,60000,4.0,16000,16.07,0.27,8,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
42,39996,2.0,2500,5.42,0.06,12,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
25,32000,2.0,1500,7.49,0.05,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
41,121200,1.0,10000,6.03,0.08,13,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
26,15000,0.0,4750,8.49,0.32,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
30,38000,2.0,6500,7.14,0.17,9,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
57,15840,2.0,3000,10.38,0.19,20,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
41,66000,20.0,10000,6.62,0.15,12,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
23,35941,7.0,3500,13.35,0.1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
